Supermarket,Product_ID,Price
PARKNSHOP,P000003567,22.5
PARKNSHOP,P000003106,25.9
WELLCOME,P000003107,32.9
PARKNSHOP,P000003107,29.9
JASONS,P000003107,37.5
WELLCOME,P000003565,44.9
PARKNSHOP,P000003565,48.9
JASONS,P000003565,44.9
WELLCOME,P000003675,24
JASONS,P000003675,24
WELLCOME,P000003351,20
PARKNSHOP,P000003351,20
JASONS,P000003351,20
WELLCOME,P000002229,42
JASONS,P000002229,42
WELLCOME,P000002230,42
PARKNSHOP,P000002230,49.9
JASONS,P000002230,42
PARKNSHOP,P000003352,28
PARKNSHOP,P000003649,36.9
JASONS,P000003649,39.5
WELLCOME,P000000431,6.3
JASONS,P000000431,6
PARKNSHOP,P000001415,15
WELLCOME,P000001801,32.5
PARKNSHOP,P000001801,31
JASONS,P000001801,37.2
WELLCOME,P000001318,22.5
PARKNSHOP,P000001318,17.5
JASONS,P000001318,22.5
PARKNSHOP,P000001804,24
WELLCOME,P000001807,32.5
PARKNSHOP,P000001807,26.8
JASONS,P000001807,32.5
AEON,P000001807,24.8
PARKNSHOP,P000003648,21.9
JASONS,P000003648,30
WELLCOME,P000000945,13
PARKNSHOP,P000000945,9.5
JASONS,P000000945,10.2
AEON,P000000945,5
WELLCOME,P000001122,28
PARKNSHOP,P000001122,24
JASONS,P000001122,29.4
AEON,P000001122,23.9
WELLCOME,P000001672,28
PARKNSHOP,P000001672,24
JASONS,P000001672,28
AEON,P000001672,19.7
WELLCOME,P000000115,25
PARKNSHOP,P000000115,26.9
JASONS,P000000115,34.9
AEON,P000000115,25.9
WELLCOME,P000000840,19.6
PARKNSHOP,P000000840,23.5
JASONS,P000000840,23.5
DCHFOOD,P000000840,20
WELLCOME,P000001605,8
PARKNSHOP,P000001605,12.9
JASONS,P000001605,6.9
PARKNSHOP,P000003651,23.5
MANNINGS,P000003651,23.5
DCHFOOD,P000000650,20
WELLCOME,P000001844,18
PARKNSHOP,P000001844,18
JASONS,P000001844,20
WELLCOME,P000000967,14
PARKNSHOP,P000000967,13.9
JASONS,P000000967,14
WELLCOME,P000001868,25.9
PARKNSHOP,P000001868,20.9
JASONS,P000001868,25.9
PARKNSHOP,P000001020,132.9
PARKNSHOP,P000000990,129
PARKNSHOP,P000003212,15
WELLCOME,P000001887,26.9
PARKNSHOP,P000001887,28.9
JASONS,P000001887,23
WELLCOME,P000003211,37.6
PARKNSHOP,P000003211,43.9
JASONS,P000003211,46
PARKNSHOP,P000003650,31.9
JASONS,P000003650,33.9
WELLCOME,P000000793,16.2
PARKNSHOP,P000000793,15.9
JASONS,P000000793,14.8
WELLCOME,P000000037,14.8
PARKNSHOP,P000000037,15.9
JASONS,P000000037,11.9
WELLCOME,P000000652,14.8
PARKNSHOP,P000000652,15.9
JASONS,P000000652,14.8
PARKNSHOP,P000003646,47
JASONS,P000003646,55
WELLCOME,P000000449,24.5
JASONS,P000000449,24.5
WELLCOME,P000000792,59.8
PARKNSHOP,P000000792,30
JASONS,P000000792,59.8
MANNINGS,P000000792,43.9
WELLCOME,P000004283,45
JASONS,P000004283,51.1
WELLCOME,P000004219,45
JASONS,P000004219,45
WELLCOME,P000004234,45
JASONS,P000004234,45
WELLCOME,P000003839,11.8
JASONS,P000003839,11.8
WELLCOME,P000003836,9.9
JASONS,P000003836,11.8
PARKNSHOP,P000003647,12.9
JASONS,P000003647,12.9
PARKNSHOP,P000003660,54.9
WELLCOME,P000000649,20
PARKNSHOP,P000000649,16.3
JASONS,P000000649,20
MANNINGS,P000000649,15
AEON,P000000649,10.5
PARKNSHOP,P000001187,13.9
WELLCOME,P000000651,13.9
PARKNSHOP,P000000651,11.8
JASONS,P000000651,13.9
WELLCOME,P000003676,19.9
JASONS,P000003676,16.3
WELLCOME,P000004227,11.7
JASONS,P000004227,14.5
WELLCOME,P000003838,14.5
JASONS,P000003838,14.5
WELLCOME,P000004226,16.5
JASONS,P000004226,14.5
WELLCOME,P000004228,14.5
JASONS,P000004228,14.5
WELLCOME,P000003688,14.5
JASONS,P000003688,14.5
PARKNSHOP,P000003310,7.9
PARKNSHOP,P000000049,7.9
WELLCOME,P000000258,20
PARKNSHOP,P000000258,18.9
JASONS,P000000258,20
MANNINGS,P000000258,13.1
AEON,P000000258,10.5
PARKNSHOP,P000003657,13.5
JASONS,P000003657,12.4
WELLCOME,P000001289,16.5
PARKNSHOP,P000001289,18
JASONS,P000001289,12.9
WELLCOME,P000000637,15
JASONS,P000000637,15
WELLCOME,P000000042,15
PARKNSHOP,P000000042,11.9
JASONS,P000000042,16.2
AEON,P000000042,9
WELLCOME,P000001943,16.3
PARKNSHOP,P000001943,11.9
JASONS,P000001943,15
AEON,P000001943,9.9
WELLCOME,P000002339,31.7
PARKNSHOP,P000002339,25.9
JASONS,P000002339,31.6
PARKNSHOP,P000003656,11.9
JASONS,P000003656,12
MANNINGS,P000003656,6.8
WELLCOME,P000004282,11.5
JASONS,P000004282,10.3
WELLCOME,P000001274,21.9
PARKNSHOP,P000001274,18.9
JASONS,P000001274,20
PARKNSHOP,P000001290,15
WELLCOME,P000001791,32.5
PARKNSHOP,P000001791,31
JASONS,P000001791,32.5
WELLCOME,P000001319,22.5
PARKNSHOP,P000001319,21.5
JASONS,P000001319,19.8
WELLCOME,P000000159,9.9
PARKNSHOP,P000000159,7.5
JASONS,P000000159,9.9
WELLCOME,P000002556,37
PARKNSHOP,P000002556,30
JASONS,P000002556,37
WELLCOME,P000002555,37
PARKNSHOP,P000002555,36.9
JASONS,P000002555,37
WELLCOME,P000000178,29.9
JASONS,P000000178,29.9
PARKNSHOP,P000003652,21.5
JASONS,P000003652,21.5
PARKNSHOP,P000003653,16.6
JASONS,P000003653,22
PARKNSHOP,P000003661,7.5
JASONS,P000003661,7.5
WELLCOME,P000000073,7.5
PARKNSHOP,P000000073,7.5
JASONS,P000000073,8.2
AEON,P000000073,4.9
WELLCOME,P000002939,33
PARKNSHOP,P000002939,29.9
JASONS,P000002939,33
AEON,P000002939,25.5
WELLCOME,P000003424,33
PARKNSHOP,P000003424,29.9
JASONS,P000003424,37.4
AEON,P000003424,25.5
WELLCOME,P000000023,18.6
PARKNSHOP,P000000023,22.9
JASONS,P000000023,18.5
AEON,P000000023,16.5
WELLCOME,P000000281,6.5
PARKNSHOP,P000000281,7.9
JASONS,P000000281,6.5
WELLCOME,P000000282,21
PARKNSHOP,P000000282,22.9
JASONS,P000000282,21
WELLCOME,P000000280,11.9
PARKNSHOP,P000000280,10
JASONS,P000000280,14
WELLCOME,P000000284,17.8
PARKNSHOP,P000000284,17.4
JASONS,P000000284,21
AEON,P000000284,18.5
WELLCOME,P000000283,12.2
PARKNSHOP,P000000283,8
JASONS,P000000283,14
AEON,P000000283,8.5
WELLCOME,P000003428,20
PARKNSHOP,P000003428,13.3
JASONS,P000003428,20
WELLCOME,P000001006,20
PARKNSHOP,P000001006,13.3
JASONS,P000001006,20
AEON,P000001006,8.5
PARKNSHOP,P000003254,6
WELLCOME,P000003489,12.9
PARKNSHOP,P000003489,10.9
JASONS,P000003489,10.9
WELLCOME,P000000101,25
PARKNSHOP,P000000101,20.9
JASONS,P000000101,25
WELLCOME,P000000294,12.9
JASONS,P000000294,10.9
WELLCOME,P000000292,14.6
PARKNSHOP,P000000292,10.9
JASONS,P000000292,12.9
WELLCOME,P000003423,32.7
PARKNSHOP,P000003423,38
JASONS,P000003423,38
WELLCOME,P000000291,5.9
JASONS,P000000291,5.9
WELLCOME,P000000290,26.4
JASONS,P000000290,33
WELLCOME,P000000288,33
JASONS,P000000288,33
WELLCOME,P000003429,33
JASONS,P000003429,25.2
WELLCOME,P000000289,33
JASONS,P000000289,26.6
WELLCOME,P000004274,2.9
JASONS,P000004274,3.5
WELLCOME,P000003919,10.9
JASONS,P000003919,10.9
WELLCOME,P000003911,10.9
JASONS,P000003911,10.9
WELLCOME,P000004247,10.9
JASONS,P000004247,10.9
WELLCOME,P000004272,3.5
JASONS,P000004272,3.5
WELLCOME,P000004255,20
JASONS,P000004255,20
WELLCOME,P000003678,8.6
JASONS,P000003678,10.9
WELLCOME,P000004239,10.9
JASONS,P000004239,10.9
WELLCOME,P000004253,3.5
JASONS,P000004253,3
WELLCOME,P000004246,10.9
JASONS,P000004246,10.9
WELLCOME,P000003915,15.3
JASONS,P000003915,16.3
WELLCOME,P000003426,20.4
JASONS,P000003426,24
WELLCOME,P000000031,24
JASONS,P000000031,24
AEON,P000000031,17.5
WELLCOME,P000001476,24
JASONS,P000001476,24
AEON,P000001476,17.5
DCHFOOD,P000001476,13
PARKNSHOP,P000003430,39.9
WELLCOME,P000003425,28.9
JASONS,P000003425,28.9
WELLCOME,P000000608,28.9
JASONS,P000000608,28.9
PARKNSHOP,P000003427,25
AEON,P000003427,29.9
WELLCOME,P000003432,29.5
PARKNSHOP,P000003432,22.7
JASONS,P000003432,29.5
WELLCOME,P000000053,29.5
PARKNSHOP,P000000053,25.8
JASONS,P000000053,29.5
WELLCOME,P000000024,9.8
PARKNSHOP,P000000024,6.2
JASONS,P000000024,12
AEON,P000000024,6.3
WELLCOME,P000003434,22.8
JASONS,P000003434,28.9
WELLCOME,P000003433,33
JASONS,P000003433,26.7
WELLCOME,P000000048,5.9
JASONS,P000000048,5.9
WELLCOME,P000003918,16.5
JASONS,P000003918,20
WELLCOME,P000003913,5
JASONS,P000003913,5
WELLCOME,P000004254,5.4
JASONS,P000004254,5
WELLCOME,P000004250,20
JASONS,P000004250,20
WELLCOME,P000004257,5
JASONS,P000004257,5
WELLCOME,P000001904,20
PARKNSHOP,P000001904,16.9
JASONS,P000001904,20
AEON,P000001904,16.9
WELLCOME,P000000432,4.9
JASONS,P000000432,6.5
WELLCOME,P000003436,18
PARKNSHOP,P000003436,15
JASONS,P000003436,18
WELLCOME,P000000848,14
PARKNSHOP,P000000848,15.9
JASONS,P000000848,15.9
WELLCOME,P000000040,4.5
JASONS,P000000040,4.5
AEON,P000000040,3.5
WELLCOME,P000000195,4.5
JASONS,P000000195,4.5
PARKNSHOP,P000000070,9.9
WELLCOME,P000001908,8.9
PARKNSHOP,P000001908,8
JASONS,P000001908,8.9
WELLCOME,P000000601,8.9
PARKNSHOP,P000000601,8.4
JASONS,P000000601,8.9
WELLCOME,P000001941,6
PARKNSHOP,P000001941,7.5
JASONS,P000001941,6
AEON,P000001941,3.9
WELLCOME,P000001377,6
PARKNSHOP,P000001377,8.5
JASONS,P000001377,6
AEON,P000001377,3.9
WELLCOME,P000004243,10
JASONS,P000004243,10
WELLCOME,P000000141,43.2
PARKNSHOP,P000000141,39.9
JASONS,P000000141,38.9
AEON,P000000141,48.6
AEON,P000003701,48.6
WELLCOME,P000003226,43.5
PARKNSHOP,P000003226,39.9
JASONS,P000003226,38.9
PARKNSHOP,P000003704,48.9
PARKNSHOP,P000003709,15.9
JASONS,P000003709,15.9
PARKNSHOP,P000003706,21.6
WELLCOME,P000002845,159
PARKNSHOP,P000002845,159
JASONS,P000002845,159
PARKNSHOP,P000003705,118.9
JASONS,P000003705,142
WELLCOME,P000003703,10.9
JASONS,P000003703,8.4
WELLCOME,P000003673,20.4
JASONS,P000003673,24
WELLCOME,P000004212,9
JASONS,P000004212,9
WELLCOME,P000004224,8.8
JASONS,P000004224,6.9
WELLCOME,P000004248,24
JASONS,P000004248,24
WELLCOME,P000004236,24
JASONS,P000004236,24
WELLCOME,P000004216,8
JASONS,P000004216,8
WELLCOME,P000004222,11
JASONS,P000004222,11
WELLCOME,P000004238,24
JASONS,P000004238,21.2
WELLCOME,P000004218,24
JASONS,P000004218,18.6
WELLCOME,P000003672,8
JASONS,P000003672,6.8
PARKNSHOP,P000003488,49
JASONS,P000003488,47.9
WELLCOME,P000003312,38.9
PARKNSHOP,P000003312,38.9
JASONS,P000003312,38.9
WELLCOME,P000002655,19
PARKNSHOP,P000002655,23.2
JASONS,P000002655,22.9
PARKNSHOP,P000002656,35.9
MANNINGS,P000002656,22.6
AEON,P000002656,31
WELLCOME,P000002657,55.9
PARKNSHOP,P000002657,47.9
JASONS,P000002657,55.9
DCHFOOD,P000002731,51
WELLCOME,P000000537,66.9
PARKNSHOP,P000000537,69.9
JASONS,P000000537,50.6
DCHFOOD,P000000537,76.9
WELLCOME,P000002953,88
JASONS,P000002953,88
PARKNSHOP,P000003000,114.4
WELLCOME,P000002506,66
PARKNSHOP,P000002506,66.9
JASONS,P000002506,66
WELLCOME,P000002992,105
JASONS,P000002992,105
PARKNSHOP,P000002284,69.9
WELLCOME,P000000153,72.9
PARKNSHOP,P000000153,62.9
JASONS,P000000153,78.7
AEON,P000000153,62.9
WELLCOME,P000000154,81.6
PARKNSHOP,P000000154,109.9
JASONS,P000000154,103.6
WELLCOME,P000000602,89
JASONS,P000000602,89
WELLCOME,P000000995,168
JASONS,P000000995,168
PARKNSHOP,P000002921,95
PARKNSHOP,P000001064,33.1
PARKNSHOP,P000000600,83.8
PARKNSHOP,P000000217,128
PARKNSHOP,P000001060,265
PARKNSHOP,P000000157,89.9
PARKNSHOP,P000002891,64.9
WELLCOME,P000000732,66.9
JASONS,P000000732,66.9
PARKNSHOP,P000000145,78
WELLCOME,P000002055,91
JASONS,P000002055,91
AEON,P000002047,99.9
PARKNSHOP,P000002067,98
PARKNSHOP,P000002378,78.9
PARKNSHOP,P000002379,102.9
PARKNSHOP,P000002285,35.8
PARKNSHOP,P000002070,62.9
WELLCOME,P000002056,60.5
JASONS,P000002056,70
WELLCOME,P000003770,72
JASONS,P000003770,72
WELLCOME,P000003764,105
JASONS,P000003764,105
WELLCOME,P000003771,29.3
JASONS,P000003771,20.6
WELLCOME,P000003769,59
JASONS,P000003769,59
WELLCOME,P000003763,85
JASONS,P000003763,85
PARKNSHOP,P000001063,40.9
PARKNSHOP,P000001062,49.9
PARKNSHOP,P000002053,54.9
PARKNSHOP,P000002078,40
AEON,P000001372,24.4
WELLCOME,P000002073,52.4
JASONS,P000002073,65
WELLCOME,P000002074,44
JASONS,P000002074,38.6
WELLCOME,P000003768,51.5
JASONS,P000003768,39.4
WELLCOME,P000004391,35.7
JASONS,P000004391,42
WELLCOME,P000003765,65
JASONS,P000003765,65
WELLCOME,P000003766,64.5
JASONS,P000003766,64.5
WELLCOME,P000003767,41.7
JASONS,P000003767,55
PARKNSHOP,P000000889,107
WELLCOME,P000001233,168.9
PARKNSHOP,P000001233,169
JASONS,P000001233,146
PARKNSHOP,P000002255,33
WELLCOME,P000000541,105.6
PARKNSHOP,P000000541,82.6
JASONS,P000000541,95.9
AEON,P000000541,85
WELLCOME,P000002241,175.9
PARKNSHOP,P000002241,176
JASONS,P000002241,175.9
WELLCOME,P000002242,109.9
PARKNSHOP,P000002242,110
JASONS,P000002242,109.9
PARKNSHOP,P000000890,84
PARKNSHOP,P000001234,169
PARKNSHOP,P000000542,100
AEON,P000000542,95.9
PARKNSHOP,P000001076,189.4
PARKNSHOP,P000001073,156
PARKNSHOP,P000000017,75.9
PARKNSHOP,P000001044,98
PARKNSHOP,P000001255,146
WELLCOME,P000002247,27.7
JASONS,P000002247,25.9
WELLCOME,P000000864,85.9
PARKNSHOP,P000000864,86
JASONS,P000000864,85.9
WELLCOME,P000001232,145.9
PARKNSHOP,P000001232,146
JASONS,P000001232,145.9
PARKNSHOP,P000000241,36
DCHFOOD,P000000241,36
PARKNSHOP,P000001254,80
WELLCOME,P000000546,80
PARKNSHOP,P000000546,79.9
JASONS,P000000546,80
WELLCOME,P000003774,59.1
JASONS,P000003774,72.9
WELLCOME,P000004050,33
JASONS,P000004050,33
PARKNSHOP,P000002254,26.2
PARKNSHOP,P000000018,76
AEON,P000000018,77.9
PARKNSHOP,P000001050,94.1
PARKNSHOP,P000003293,100.2
WELLCOME,P000000097,57.8
PARKNSHOP,P000000097,76
JASONS,P000000097,75.9
PARKNSHOP,P000001051,64
WELLCOME,P000001067,129.9
PARKNSHOP,P000001067,132
JASONS,P000001067,129.9
PARKNSHOP,P000001497,26.2
PARKNSHOP,P000000861,90
PARKNSHOP,P000000873,90
PARKNSHOP,P000000862,75
DCHFOOD,P000000862,82
WELLCOME,P000003773,68.9
JASONS,P000003773,68.9
WELLCOME,P000003776,49.9
JASONS,P000003776,49.9
WELLCOME,P000003780,30
JASONS,P000003780,30
PARKNSHOP,P000000766,130
DCHFOOD,P000001354,75.4
PARKNSHOP,P000001491,59.8
AEON,P000001491,75.9
WELLCOME,P000004052,109
JASONS,P000004052,109
WELLCOME,P000000790,201
PARKNSHOP,P000000790,199.9
JASONS,P000000790,217.5
PARKNSHOP,P000001841,84.9
AEON,P000001841,93.9
WELLCOME,P000004053,181
JASONS,P000004053,205.1
WELLCOME,P000000856,73
JASONS,P000000856,65.3
WELLCOME,P000001490,83.8
JASONS,P000001490,109
WELLCOME,P000000847,156.1
PARKNSHOP,P000000847,178
JASONS,P000000847,188
PARKNSHOP,P000002962,71
AEON,P000002962,85.9
WELLCOME,P000004056,169
JASONS,P000004056,143.9
WELLCOME,P000001115,121.4
JASONS,P000001115,109
WELLCOME,P000002250,157
PARKNSHOP,P000002250,189.6
JASONS,P000002250,190
WELLCOME,P000004054,187.9
JASONS,P000004054,148.9
PARKNSHOP,P000001039,140
WELLCOME,P000004055,64.6
JASONS,P000004055,93.5
WELLCOME,P000004833,80
JASONS,P000004833,80
PARKNSHOP,P000000871,86.9
WELLCOME,P000003528,99.2
PARKNSHOP,P000003528,113
JASONS,P000003528,123.7
PARKNSHOP,P000002249,33
WELLCOME,P000000094,95.9
PARKNSHOP,P000000094,78.9
JASONS,P000000094,95.9
PARKNSHOP,P000001113,112.6
PARKNSHOP,P000001066,55.6
PARKNSHOP,P000002235,92.9
PARKNSHOP,P000000765,159.8
WELLCOME,P000001252,129.9
PARKNSHOP,P000001252,130
JASONS,P000001252,147.7
WELLCOME,p000000669,17
PARKNSHOP,p000000669,13.9
JASONS,p000000669,17
DCHFOOD,p000000669,15.7
WELLCOME,P000000385,23.1
PARKNSHOP,P000000385,26.9
JASONS,P000000385,27
DCHFOOD,P000000385,25
WELLCOME,P000000746,24.6
PARKNSHOP,P000000746,27.9
JASONS,P000000746,28
WELLCOME,P000000489,17
PARKNSHOP,P000000489,18.9
JASONS,P000000489,17
DCHFOOD,P000000489,16
WELLCOME,P000000386,26
PARKNSHOP,P000000386,26
JASONS,P000000386,26
WELLCOME,P000000488,22.8
PARKNSHOP,P000000488,28.9
JASONS,P000000488,21.2
WELLCOME,P000000893,36
JASONS,P000000893,36
PARKNSHOP,P000000748,31.9
WELLCOME,P000000747,15
PARKNSHOP,P000000747,14.9
JASONS,P000000747,17.2
WELLCOME,p000000670,23
PARKNSHOP,p000000670,23.9
JASONS,p000000670,23
WELLCOME,P000003502,44.9
PARKNSHOP,P000003502,32.9
JASONS,P000003502,35.2
PARKNSHOP,P000000003,37.8
WELLCOME,P000001238,15.1
PARKNSHOP,P000001238,18.9
JASONS,P000001238,20
DCHFOOD,P000001238,10.2
PARKNSHOP,P000001165,25.9
DCHFOOD,P000001165,22.9
WELLCOME,P000001816,24
PARKNSHOP,P000001816,26.9
JASONS,P000001816,25.6
WELLCOME,P000000815,27
PARKNSHOP,P000000815,26.9
JASONS,P000000815,22.5
WELLCOME,P000001625,22
PARKNSHOP,P000001625,22.9
JASONS,P000001625,22
WELLCOME,P000000917,20
PARKNSHOP,P000000917,18.9
JASONS,P000000917,20
PARKNSHOP,P000001239,24.8
PARKNSHOP,P000003394,23.9
WELLCOME,P000000045,27.7
PARKNSHOP,P000000045,23.9
JASONS,P000000045,24.5
WELLCOME,P000000750,30
PARKNSHOP,P000000750,30.8
JASONS,P000000750,34
WELLCOME,P000000673,29.9
PARKNSHOP,P000000673,20.7
JASONS,P000000673,29.9
AEON,P000000673,24.9
DCHFOOD,P000000673,15
DCHFOOD,P000003398,19
WELLCOME,P000000672,19.5
PARKNSHOP,P000000672,16.9
JASONS,P000000672,25.5
WELLCOME,P000001909,25.5
PARKNSHOP,P000001909,15
JASONS,P000001909,22.8
PARKNSHOP,P000000671,16.9
WELLCOME,P000003402,9
JASONS,P000003402,7.8
AEON,P000003402,4
WELLCOME,P000000674,29.9
PARKNSHOP,P000000674,24.9
JASONS,P000000674,29.9
WELLCOME,P000001171,32.9
PARKNSHOP,P000001171,21.9
JASONS,P000001171,32.9
WELLCOME,P000001317,37.4
JASONS,P000001317,35
WELLCOME,P000001295,25.9
PARKNSHOP,P000001295,27.9
JASONS,P000001295,22
WELLCOME,P000000102,39.9
PARKNSHOP,P000000102,39.8
JASONS,P000000102,39.9
AEON,P000000102,25.5
PARKNSHOP,P000003391,18.2
WELLCOME,P000003405,25
PARKNSHOP,P000003405,22.3
JASONS,P000003405,25
WELLCOME,P000003406,24
PARKNSHOP,P000003406,21.3
JASONS,P000003406,24
WELLCOME,P000001570,24
PARKNSHOP,P000001570,25.9
JASONS,P000001570,25.2
WELLCOME,P000003824,12.9
JASONS,P000003824,12.9
WELLCOME,P000003826,18
JASONS,P000003826,22.9
WELLCOME,P000003829,19.8
JASONS,P000003829,22.9
WELLCOME,P000003821,12.9
JASONS,P000003821,12.9
WELLCOME,P000003825,22.9
JASONS,P000003825,20.6
WELLCOME,P000000818,21.4
PARKNSHOP,P000000818,16.9
JASONS,P000000818,25.5
WELLCOME,P000002660,14
PARKNSHOP,P000002660,13.9
JASONS,P000002660,11.8
WELLCOME,P000000233,21.9
PARKNSHOP,P000000233,21.8
JASONS,P000000233,21.9
WELLCOME,P000000749,23
PARKNSHOP,P000000749,22
JASONS,P000000749,20.6
PARKNSHOP,P000001682,10.1
AEON,P000001682,6.9
WELLCOME,P000004317,7
JASONS,P000004317,8.9
WELLCOME,P000003694,18.9
JASONS,P000003694,21.4
WELLCOME,P000003835,8.9
JASONS,P000003835,9.4
PARKNSHOP,P000001622,21.8
PARKNSHOP,P000003519,9.7
DCHFOOD,P000003519,9.9
WELLCOME,P000003521,9
PARKNSHOP,P000003521,12.9
JASONS,P000003521,9
DCHFOOD,P000003521,8
WELLCOME,P000003473,14.9
PARKNSHOP,P000003473,14.9
JASONS,P000003473,14.9
PARKNSHOP,P000003520,11.9
DCHFOOD,P000003520,7.8
WELLCOME,P000000676,12
PARKNSHOP,P000000676,12.9
JASONS,P000000676,12
AEON,P000000676,8.8
WELLCOME,P000004336,9.9
JASONS,P000004336,9.9
WELLCOME,P000003691,11.2
JASONS,P000003691,9.9
WELLCOME,P000000751,32
PARKNSHOP,P000000751,29.9
JASONS,P000000751,24.6
WELLCOME,P000002212,23
PARKNSHOP,P000002212,22.9
JASONS,P000002212,23
WELLCOME,P000003692,18.9
JASONS,P000003692,21.2
WELLCOME,P000002211,18
PARKNSHOP,P000002211,15.3
JASONS,P000002211,18
WELLCOME,P000001636,20.5
PARKNSHOP,P000001636,19.9
JASONS,P000001636,17.5
DCHFOOD,P000001636,15.3
WELLCOME,P000001214,9.6
JASONS,P000001214,11
WELLCOME,P000001178,13
PARKNSHOP,P000001178,15.9
JASONS,P000001178,13
WELLCOME,P000001175,20.6
PARKNSHOP,P000001175,22.1
JASONS,P000001175,25
WELLCOME,P000003693,12.9
JASONS,P000003693,10.2
WELLCOME,P000001174,14
PARKNSHOP,P000001174,12.8
JASONS,P000001174,12.5
AEON,P000001174,10.9
DCHFOOD,P000001174,7.7
WELLCOME,P000000254,19.1
PARKNSHOP,P000000254,19.9
JASONS,P000000254,24
WELLCOME,P000000161,17.3
PARKNSHOP,P000000161,13.1
JASONS,P000000161,20
AEON,P000000161,15
DCHFOOD,P000000161,16.8
WELLCOME,P000000675,22.8
PARKNSHOP,P000000675,14.3
JASONS,P000000675,20
AEON,P000000675,16.9
WELLCOME,P000000232,20
PARKNSHOP,P000000232,11.6
JASONS,P000000232,15.8
AEON,P000000232,13.2
WELLCOME,P000000959,16.3
PARKNSHOP,P000000959,13.1
JASONS,P000000959,20
AEON,P000000959,16.9
DCHFOOD,P000000959,13.3
WELLCOME,P000000160,15.8
PARKNSHOP,P000000160,15.8
JASONS,P000000160,17.9
WELLCOME,P000001902,20
PARKNSHOP,P000001902,10.6
JASONS,P000001902,20
AEON,P000001902,16.9
WELLCOME,P000004409,37.5
JASONS,P000004409,45.9
WELLCOME,P000004414,45.9
JASONS,P000004414,45.9
WELLCOME,P000000251,14.9
PARKNSHOP,P000000251,14.9
JASONS,P000000251,14.9
AEON,P000000251,13.5
WELLCOME,P000000656,12
PARKNSHOP,P000000656,14.9
JASONS,P000000656,12.8
AEON,P000000656,11.5
PARKNSHOP,P000001819,6.9
WELLCOME,P000001823,28
JASONS,P000001823,28
WELLCOME,P000001822,6.5
JASONS,P000001822,6.5
PARKNSHOP,P000001821,5.9
WELLCOME,P000001805,15.6
JASONS,P000001805,15.8
PARKNSHOP,P000001796,11.9
PARKNSHOP,P000002435,16.9
PARKNSHOP,P000001856,10.9
PARKNSHOP,P000001846,24
WELLCOME,P000004346,37
JASONS,P000004346,32
PARKNSHOP,P000001848,9.9
PARKNSHOP,P000002286,10.9
PARKNSHOP,P000001828,8.9
WELLCOME,P000004363,14
JASONS,P000004363,14.8
PARKNSHOP,P000002407,24.9
WELLCOME,P000004348,12
JASONS,P000004348,12
WELLCOME,P000004364,9.9
JASONS,P000004364,10.6
WELLCOME,P000004347,27
JASONS,P000004347,23.3
WELLCOME,P000004367,6
JASONS,P000004367,6
WELLCOME,P000004368,9.9
JASONS,P000004368,7.5
WELLCOME,P000004357,9.9
JASONS,P000004357,9.9
WELLCOME,P000004366,6
JASONS,P000004366,6
WELLCOME,P000004365,9.9
JASONS,P000004365,9.9
PARKNSHOP,P000001827,22.9
WELLCOME,P000004354,21
JASONS,P000004354,19
PARKNSHOP,P000001830,9.9
PARKNSHOP,P000002996,4.9
JASONS,P000002997,6.9
PARKNSHOP,P000001788,3.5
PARKNSHOP,P000001779,4.7
PARKNSHOP,P000001631,21.9
WELLCOME,P000002189,3.5
JASONS,P000002189,3.5
PARKNSHOP,P000001751,43.4
PARKNSHOP,P000001761,7.9
PARKNSHOP,P000001763,5.9
PARKNSHOP,P000002281,26.9
WELLCOME,P000004352,20.3
JASONS,P000004352,23
WELLCOME,P000002510,5.5
JASONS,P000002510,5.5
PARKNSHOP,P000002366,16
WELLCOME,P000002367,16
JASONS,P000002367,16
JASONS,P000002041,72
WELLCOME,P000002562,67.6
JASONS,P000002562,60
PARKNSHOP,P000003500,49.9
PARKNSHOP,P000002004,49.9
WELLCOME,P000004076,89
JASONS,P000004076,102.2
WELLCOME,P000004075,59
JASONS,P000004075,59
PARKNSHOP,P000002312,24.9
PARKNSHOP,P000002416,39.9
PARKNSHOP,P000002787,49.9
WELLCOME,P000002794,53
JASONS,P000002794,53
PARKNSHOP,P000002803,18.9
WELLCOME,P000004421,52
JASONS,P000004421,40.9
WELLCOME,P000004400,22.6
JASONS,P000004400,29
WELLCOME,P000004410,24
JASONS,P000004410,24
PARKNSHOP,P000002622,25
PARKNSHOP,P000002405,45.9
PARKNSHOP,P000002402,25
WELLCOME,P000004418,24
JASONS,P000004418,24
WELLCOME,P000004417,24
JASONS,P000004417,24
PARKNSHOP,P000002461,25
WELLCOME,P000003001,5.9
JASONS,P000003001,6.1
AEON,P000003001,4.9
PARKNSHOP,P000003737,21.9
JASONS,P000003737,18
WELLCOME,P000000300,16
PARKNSHOP,P000000300,15.5
JASONS,P000000300,16
PARKNSHOP,P000000391,15.5
WELLCOME,P000000390,16
PARKNSHOP,P000000390,15.5
JASONS,P000000390,12
AEON,P000000010,3
PARKNSHOP,P000000826,4.4
AEON,P000000826,3.9
AEON,P000000659,2.5
PARKNSHOP,P000000827,6.5
AEON,P000000827,3.7
WELLCOME,P000000114,25
PARKNSHOP,P000000114,14
JASONS,P000000114,25
AEON,P000000114,15
AEON,P000001942,4.9
WELLCOME,P000000396,25
